Location,Filename,Year,Month,Day,Hour,AQI,AQI_Class,Date,PM2.5,PM10,CO,NO2,SO2,O3
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-120.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-331.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Mumbai,MH_UH_2023-02-18-11.00-1-3.jpg,2023,2,18,12,151,d_Unhealthy,2023-02-18,100.4,145.8,792.0,40.1,53.4,275.0
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-1-1.jpg,2023,2,22,12,450,f_Severe,2023-02-22,2.4,4.2,128.0,0.1,0.0,83.0
Mumbai,MH_UH_2023-02-10-14.30-1-4.jpg,2023,2,10,12,160,d_Unhealthy,2023-02-10,74.7,110.8,581.0,28.9,36.7,198.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-52.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-93.jpg,2023,2,18,12,331,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-89.jpg,2023,3,6,12,104,c_Unhealthy_for_Sensitive_Groups,2023-03-06,57.3,103.8,710.0,101.0,20.8,124.0
Tamil Nadu,TN_UN_2023-03-06-09.00-2-146.jpg,2023,3,6,12,161,d_Unhealthy,2023-03-06,15.6,22.5,298.0,24.2,0.8,36.0
Tamil Nadu,TN_Good_2023-02-20-08.30-1-52.jpg,2023,2,20,12,37,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-3-58.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-2-54.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-45.jpg,2023,2,3,12,136,c_Unhealthy_for_Sensitive_Groups,2023-02-03,19.7,31.1,321.0,13.6,3.8,86.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-19.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-466.jpg,2023,2,23,12,97,b_Moderate,2023-02-23,18.2,26.4,272.0,8.0,8.1,126.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-1-19.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Bengaluru,BENGR_Good_2023-02-28-08.30-1-471.jpg,2023,2,28,12,37,a_Good,2023-02-28,27.2,39.7,398.0,7.6,7.8,127.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-346.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-90.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_UH_2023-02-02- 09.30-1-20.jpg,2023,2,2,12,182,d_Unhealthy,2023-02-02,122.9,179.7,829.0,44.0,61.7,239.0
Tamil Nadu,TN_Good_2023-02-22-09.30-3-166.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-38.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-601.jpg,2023,3,6,12,68,b_Moderate,2023-03-06,12.6,18.6,218.0,6.5,8.2,129.0
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-13.jpg,2023,3,2,12,223,e_Very_Unhealthy,2023-03-02,20.5,48.2,338.0,56.9,14.0,72.0
Mumbai,MH_UnFSG_2023-03-14-13.00-1-409.jpg,2023,3,14,12,138,c_Unhealthy_for_Sensitive_Groups,2023-03-14,160.7,240.3,1639.0,42.4,85.0,345.0
Mumbai,MH_UnFSG_2023-02-17-13.00-2-28.jpg,2023,2,17,12,140,c_Unhealthy_for_Sensitive_Groups,2023-02-17,64.3,96.9,620.0,42.0,43.7,225.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-89.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-52.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-109.jpg,2023,2,18,12,331,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-60.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-16.jpg,2023,2,10,12,105,c_Unhealthy_for_Sensitive_Groups,2023-02-10,3.4,5.3,152.0,3.8,0.5,78.0
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-1-21.jpg,2023,2,10,12,63,b_Moderate,2023-02-10,95.7,140.2,322.0,4.6,4.8,113.0
Tamil Nadu,TN_UnFSG_2023-03-03-09.00-1-36.jpg,2023,3,3,12,121,c_Unhealthy_for_Sensitive_Groups,2023-03-03,5.2,9.4,154.0,1.6,1.3,86.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4649.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2193.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Tamil Nadu,TN_Good_2023-02-22-09.30-1-36.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
Mumbai,MH_UH_2023-02-19-12.00-1-23.jpg,2023,2,19,12,160,d_Unhealthy,2023-02-19,143.0,205.8,1159.0,48.0,73.1,327.0
Mumbai,MH_UH_2023-02-14-11.30-1-43.jpg,2023,2,14,12,160,d_Unhealthy,2023-02-14,81.3,119.0,721.0,41.8,52.8,260.0
Tamil Nadu,TN_Good_2023-02-22-09.30-2-26.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-2-42.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-436.jpg,2023,2,22,12,450,f_Severe,2023-02-22,2.4,4.2,128.0,0.1,0.0,83.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-1.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-1-21.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-181.jpg,2023,3,6,12,68,b_Moderate,2023-03-06,12.6,18.6,218.0,6.5,8.2,129.0
Mumbai,MH_UH_2023-02-11-03.30-2-7.jpg,2023,2,11,12,154,d_Unhealthy,2023-02-11,50.5,82.9,477.0,34.0,35.6,181.0
Mumbai,MH_UnFSG_2023-03-14-13.00-1-247.jpg,2023,3,14,12,138,c_Unhealthy_for_Sensitive_Groups,2023-03-14,160.7,240.3,1639.0,42.4,85.0,345.0
Tamil Nadu,TN_Good_2023-02-22-09.30-2-111.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-13.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Tamil Nadu,TN_Good_2023-02-20-16.30-2-196.jpg,2023,2,20,12,43,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-41.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Mumbai,MH_VUN_2023-03-05-08.30-2-46.jpg,2023,3,5,12,284,e_Very_Unhealthy,2023-03-05,278.5,401.4,1413.0,23.7,39.9,325.0
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-9.jpg,2023,2,10,12,105,c_Unhealthy_for_Sensitive_Groups,2023-02-10,3.4,5.3,152.0,3.8,0.5,78.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-2-29.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-69.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-56.jpg,2023,3,9,12,51,b_Moderate,2023-03-09,32.7,47.8,341.0,6.8,6.3,123.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4513.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-271.jpg,2023,3,9,12,51,b_Moderate,2023-03-09,32.7,47.8,341.0,6.8,6.3,123.0
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-246.jpg,2023,2,23,12,97,b_Moderate,2023-02-23,18.2,26.4,272.0,8.0,8.1,126.0
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-217.jpg,2023,3,1,12,199,d_Unhealthy,2023-03-01,21.1,47.7,354.0,67.2,13.3,48.0
Mumbai,MH_UH_2023-02-19-12.00-1-68.jpg,2023,2,19,12,160,d_Unhealthy,2023-02-19,143.0,205.8,1159.0,48.0,73.1,327.0
Mumbai,MH_UH_2023-02-14-11.30-1-59.jpg,2023,2,14,12,160,d_Unhealthy,2023-02-14,81.3,119.0,721.0,41.8,52.8,260.0
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-4.jpg,2023,2,3,12,136,c_Unhealthy_for_Sensitive_Groups,2023-02-03,19.7,31.1,321.0,13.6,3.8,86.0
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-1-13.jpg,2023,2,13,12,91,b_Moderate,2023-02-13,40.7,59.3,429.0,13.7,9.2,101.0
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-79.jpg,2023,2,16,12,330,f_Severe,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Tamil Nadu,TN_UnFSG_2023-03-03-09.00-2-151.jpg,2023,3,3,12,121,c_Unhealthy_for_Sensitive_Groups,2023-03-03,5.2,9.4,154.0,1.6,1.3,86.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-120.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4129.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-657.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-116.jpg,2023,2,18,12,331,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
Tamil Nadu,TN_Good_2023-02-21-08.30-1-161.jpg,2023,2,21,12,29,a_Good,2023-02-21,2.1,3.2,146.0,1.6,0.3,82.0
Mumbai,MH_UH_2023-02-11-03.30-2-3.jpg,2023,2,11,12,154,d_Unhealthy,2023-02-11,50.5,82.9,477.0,34.0,35.6,181.0
Tamil Nadu,TN_Good_2023-02-21-08.30-2-201.jpg,2023,2,21,12,29,a_Good,2023-02-21,2.1,3.2,146.0,1.6,0.3,82.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-193.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Tamil Nadu,TN_Good_2023-02-21-08.30-3-26.jpg,2023,2,21,12,29,a_Good,2023-02-21,2.1,3.2,146.0,1.6,0.3,82.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4113.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-80.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Bengaluru,BENGR_Good_2023-02-28-08.30-1-526.jpg,2023,2,28,12,37,a_Good,2023-02-28,27.2,39.7,398.0,7.6,7.8,127.0
Bengaluru,BENGR_Good_2023-03-25-08.30-1-45.jpg,2023,3,25,12,32,a_Good,2023-03-25,26.6,39.9,248.0,8.4,5.4,133.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-19-14.30-1-40.jpg,2023,2,19,12,357,f_Severe,2023-02-19,26.7,50.5,247.0,25.1,8.3,99.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-51.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Tamil Nadu,TN_Mod_2023-02-28-08.30-1-126.jpg,2023,2,28,12,73,b_Moderate,2023-02-28,3.8,5.7,174.0,4.3,0.9,75.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-66.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-39.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-2-42.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-181.jpg,2023,3,8,12,121,c_Unhealthy_for_Sensitive_Groups,2023-03-08,21.1,30.5,475.0,70.5,1.8,17.0
Mumbai,MH_UnFSG_2023-03-10-16.00-5.jpg,2023,3,10,12,141,c_Unhealthy_for_Sensitive_Groups,2023-03-10,51.1,75.7,577.0,42.8,39.8,185.0
Mumbai,MH_UnFSG_2023-03-10-16.00-1-216.jpg,2023,3,10,12,141,c_Unhealthy_for_Sensitive_Groups,2023-03-10,51.1,75.7,577.0,42.8,39.8,185.0
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1.jpg,2023,3,1,12,199,d_Unhealthy,2023-03-01,21.1,47.7,354.0,67.2,13.3,48.0
Bengaluru,BENGR_Good_2023-02-27-08.30-1-146.jpg,2023,2,27,12,47,a_Good,2023-02-27,10.8,15.8,277.0,6.9,7.3,131.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-40.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-33.jpg,2023,2,3,12,150,d_Unhealthy,2023-02-03,26.3,38.1,500.0,65.8,1.9,18.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-42.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
Bengaluru,BENGR_Good_2023-02-28-08.30-1-21.jpg,2023,2,28,12,37,a_Good,2023-02-28,27.2,39.7,398.0,7.6,7.8,127.0
Mumbai,MH_VUN_2023-03-05-08.30-2-86.jpg,2023,3,5,12,284,e_Very_Unhealthy,2023-03-05,278.5,401.4,1413.0,23.7,39.9,325.0
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-396.jpg,2023,3,9,12,51,b_Moderate,2023-03-09,32.7,47.8,341.0,6.8,6.3,123.0
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-2-44.jpg,2023,2,10,12,63,b_Moderate,2023-02-10,95.7,140.2,322.0,4.6,4.8,113.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-55.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_UH_2023-02-19-12.00-1-2.jpg,2023,2,19,12,160,d_Unhealthy,2023-02-19,143.0,205.8,1159.0,48.0,73.1,327.0
Mumbai,MH_Good_2023-03-22-18.00-1-67.jpg,2023,3,22,12,47,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
Mumbai,MH_UH_2023-02-19-12.00-1-18.jpg,2023,2,19,12,160,d_Unhealthy,2023-02-19,143.0,205.8,1159.0,48.0,73.1,327.0
Mumbai,MH_UnFSG_2023-03-08-11.00-1-356.jpg,2023,3,8,12,124,c_Unhealthy_for_Sensitive_Groups,2023-03-08,97.1,144.8,836.0,49.2,63.9,264.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-2-25.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-1-13.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-96.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-3-281.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-49.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-401.jpg,2023,2,24,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-24,132.7,224.4,1109.0,243.3,40.8,181.0
Mumbai,MH_Mod_2023-03-21-15.00-1-400.jpg,2023,3,21,12,92,b_Moderate,2023-03-21,15.9,32.0,246.0,16.3,15.8,72.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-128.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-26.jpg,2023,2,18,12,320,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4977.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-311.jpg,2023,3,4,12,71,b_Moderate,2023-03-04,17.8,26.3,251.0,6.2,6.9,118.0
Tamil Nadu,TN_UHFSG_2023-02-02- 09.00-1-5.jpg,2023,2,2,12,107,c_Unhealthy_for_Sensitive_Groups,2023-02-02,23.7,34.2,540.0,59.0,1.5,15.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-79.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Bengaluru,BENGR_Good_2023-02-27-08.30-1-431.jpg,2023,2,27,12,47,a_Good,2023-02-27,10.8,15.8,277.0,6.9,7.3,131.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1473.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Tamil Nadu,TN_UN_2023-03-06-09.00-2-16.jpg,2023,3,6,12,161,d_Unhealthy,2023-03-06,15.6,22.5,298.0,24.2,0.8,36.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-15-08.30-3.jpg,2023,2,15,12,134,c_Unhealthy_for_Sensitive_Groups,2023-02-15,68.9,104.8,389.0,56.2,16.2,190.0
Tamil Nadu,TN_Good_2023-02-22-09.30-1-66.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-59.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-3-136.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Mumbai,MH_UH_2023-02-02- 09.30-1-101.jpg,2023,2,2,12,182,d_Unhealthy,2023-02-02,122.9,179.7,829.0,44.0,61.7,239.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-1-21.jpg,2023,2,20,12,331,f_Severe,2023-02-20,26.1,49.7,219.0,20.0,5.1,100.0
Bengaluru,BENGR_Good_2023-02-26-08.30-1-41.jpg,2023,2,26,12,48,a_Good,2023-02-26,24.5,35.4,262.0,6.6,12.6,156.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-8.jpg,2023,2,18,12,320,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
Mumbai,MH_UN_2023-03-15-15.00-1-183.jpg,2023,3,15,12,162,d_Unhealthy,2023-03-15,190.5,276.6,1537.0,57.3,103.4,404.0
Mumbai,MH_VUN_2023-02-25-10.00-1-341.jpg,2023,2,25,12,206,e_Very_Unhealthy,2023-02-25,64.3,98.3,654.0,37.4,50.9,173.0
"Knowledge park, Greater Noida",UP_MOD_2023-02-13-08.30-1.jpg,2023,2,13,12,76,b_Moderate,2023-02-13,68.2,107.6,509.0,91.1,18.2,133.0
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-353.jpg,2023,3,2,12,223,e_Very_Unhealthy,2023-03-02,20.5,48.2,338.0,56.9,14.0,72.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-45.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-22.jpg,2023,2,3,12,150,d_Unhealthy,2023-02-03,26.3,38.1,500.0,65.8,1.9,18.0
Mumbai,MH_UH_2023-02-18-11.00-1-54.jpg,2023,2,18,12,151,d_Unhealthy,2023-02-18,100.4,145.8,792.0,40.1,53.4,275.0
Mumbai,MH_UnFSG_2023-02-15-10.30-1-10.jpg,2023,2,15,12,143,c_Unhealthy_for_Sensitive_Groups,2023-02-15,82.2,119.0,737.0,40.3,51.8,253.0
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-276.jpg,2023,3,4,12,71,b_Moderate,2023-03-04,17.8,26.3,251.0,6.2,6.9,118.0
Mumbai,MH_UH_2023-02-10-14.30-1-78.jpg,2023,2,10,12,160,d_Unhealthy,2023-02-10,74.7,110.8,581.0,28.9,36.7,198.0
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-316.jpg,2023,2,24,12,68,b_Moderate,2023-02-24,11.3,16.6,250.0,9.2,10.1,126.0
Mumbai,MH_UH_2023-02-10-14.30-1-99.jpg,2023,2,10,12,160,d_Unhealthy,2023-02-10,74.7,110.8,581.0,28.9,36.7,198.0
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-43.jpg,2023,2,16,12,330,f_Severe,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-2-45.jpg,2023,2,10,12,63,b_Moderate,2023-02-10,95.7,140.2,322.0,4.6,4.8,113.0
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-75.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-2-99.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-4-61.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Tamil Nadu,TN_Good_2023-02-20-08.30-1-36.jpg,2023,2,20,12,37,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-646.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-45.jpg,2023,2,3,12,150,d_Unhealthy,2023-02-03,26.3,38.1,500.0,65.8,1.9,18.0
Mumbai,MH_UH_2023-02-14-11.30-1-66.jpg,2023,2,14,12,160,d_Unhealthy,2023-02-14,81.3,119.0,721.0,41.8,52.8,260.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-306.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Mumbai,MH_UN_2023-03-02-08.00-1-101.jpg,2023,3,2,12,156,d_Unhealthy,2023-03-02,165.8,246.8,1018.0,45.0,70.9,342.0
Mumbai,MH_UH_2023-02-14-11.30-1-65.jpg,2023,2,14,12,160,d_Unhealthy,2023-02-14,81.3,119.0,721.0,41.8,52.8,260.0
Tamil Nadu,TN_Good_2023-02-22-09.30-1-156.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-35.jpg,2023,2,9,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-09,28.2,41.3,282.0,10.7,8.9,132.0
Mumbai,MH_UnFSG_2023-03-18-11.00-12.jpg,2023,3,18,12,114,c_Unhealthy_for_Sensitive_Groups,2023-03-18,59.0,94.8,678.0,39.3,48.8,177.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-37.jpg,2023,2,24,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-24,132.7,224.4,1109.0,243.3,40.8,181.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-54.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
